budget,seats,body_type,priority,car_price,family_score,performance_score,city_score,luxury_score,offroad_score,safety_score,efficiency_score,chosen
2792385,6,SUV,safety,1950000,10,10,0,10,2,10,6,0
3326263,7,SUV,efficiency,8300000,7,8,0,8,10,10,0,0
673361,4,SUV,safety,3650000,7,8,0,8,6,9,0,0
3554346,5,MPV,luxury,1205000,10,10,4,10,4,10,10,1
4237194,7,SUV,performance,3750000,10,10,0,10,6,10,9,1
980731,6,SUV,safety,14200000,10,10,0,10,10,10,0,0
4866184,4,SUV,efficiency,1950000,10,10,0,10,2,10,6,0
1598220,6,SUV,efficiency,3950000,7,8,0,8,6,10,3,0
1107082,6,SUV,safety,2700000,10,10,0,10,2,10,0,0
3287784,7,Coupe SUV,safety,15500000,7,8,0,8,8,10,0,0
4507867,4,Sedan,efficiency,7000000,10,10,8,10,0,10,10,0
1803508,4,Sedan,luxury,1220000,10,10,8,10,0,10,10,1
2333974,6,Hatchback,safety,4600000,3,8,3,4,0,9,3,0
3525799,7,Sedan,offroad,6550000,10,10,0,10,0,10,0,0
1752923,4,Hatchback,performance,630000,9,10,6,10,4,8,10,1
1376868,5,SUV,city,7000000,10,10,0,10,10,10,0,0
4291444,6,SUV,safety,10800000,10,10,0,10,10,10,0,0
4197612,4,SUV,efficiency,4300000,7,8,0,8,10,10,0,0
1053535,5,Off-Road SUV,family,37500000,7,8,0,8,8,10,0,0
3326735,7,Compact SUV,family,750000,10,10,3,10,4,10,10,0
4535736,4,SUV,family,2190000,7,8,0,6,6,9,0,1
404036,5,Compact SUV,family,7200000,7,8,0,8,8,10,0,0
3884262,6,Coupe SUV,safety,11800000,10,10,0,10,8,10,0,0
412464,6,Compact SUV,offroad,875000,10,10,10,10,4,10,10,0
2624079,7,Compact Sedan,offroad,750000,7,10,6,6,0,10,10,0
421162,6,Compact SUV,city,875000,10,10,10,10,4,10,10,0
4194336,7,Coupe,performance,21000000,10,10,0,10,0,10,0,0
3520246,5,Hatchback,luxury,850000,10,6,6,10,0,10,5,1
4287135,6,Sedan,efficiency,8500000,7,8,0,8,0,10,0,0
3014758,7,SUV,performance,6700000,10,10,0,10,10,10,0,0
3751063,7,Gran Turismo,luxury,7850000,10,10,0,10,0,10,3,0
4217660,7,SUV,luxury,9800000,10,10,0,10,10,10,3,0
1713128,6,SUV,efficiency,2150000,10,10,0,10,2,10,0,0
4092561,7,SUV,performance,10000000,10,10,0,10,10,10,0,0
4608906,4,SUV,safety,1200000,10,10,0,10,6,10,10,1
3280916,4,Compact SUV,safety,7200000,7,8,0,8,8,10,0,0
4529683,6,Sedan,performance,5000000,10,10,0,10,0,10,6,0
539673,7,Sedan,efficiency,15000000,10,10,0,10,4,10,0,0
2345798,7,SUV,offroad,1120000,10,10,0,10,6,10,10,0
1527328,4,SUV,safety,1850000,10,10,0,10,6,10,10,0
1825227,6,SUV,offroad,3100000,10,10,0,10,6,10,10,0
3455199,5,MPV,performance,13500000,10,10,0,10,4,10,6,0
4267524,6,SUV,safety,24000000,7,8,0,8,10,10,0,0
4588962,6,SUV,family,10200000,10,10,0,10,6,10,0,0
3041776,7,SUV,family,7400000,10,10,0,10,10,10,6,0
4356676,5,SUV,family,1450000,10,10,7,10,6,10,5,1
2821819,4,SUV,family,1850000,10,10,0,10,6,10,10,1
2708474,7,MPV,city,3100000,10,8,0,10,0,10,0,0
816370,6,SUV,family,10200000,10,10,0,10,6,10,0,0
1734710,4,Hatchback,luxury,435000,7,0,10,8,4,10,10,1
3293487,5,Compact SUV,efficiency,750000,10,10,3,10,4,10,10,1
2913591,6,Hatchback,luxury,695000,10,10,10,10,0,10,10,0
2644803,4,SUV,family,2190000,7,8,0,6,6,9,0,1
1115497,6,Sedan,performance,6550000,10,10,0,10,0,10,0,0
2388807,5,Hatchback,city,530000,7,4,6,8,4,6,10,0
3261877,5,SUV,offroad,4400000,7,8,0,8,6,10,0,0
2665588,7,SUV,family,14000000,10,10,0,10,10,10,5,0
1639771,4,SUV,efficiency,2150000,10,10,0,10,2,10,0,0
3883738,6,Compact SUV,city,7200000,7,8,0,8,8,10,0,0
3494110,4,Compact Sedan,city,750000,7,10,6,6,0,10,10,0
2923611,6,Off-Road SUV,safety,37500000,7,8,0,8,8,10,0,0
917022,6,SUV,family,7000000,10,10,0,10,10,10,0,0
2780570,4,Sedan,safety,5500000,7,8,0,8,0,10,0,0
490115,6,Off-Road SUV,city,1180000,10,10,3,10,8,10,10,0
4068956,7,SUV,efficiency,2150000,10,10,0,10,2,10,0,0
4175453,5,SUV,city,1109000,10,10,0,10,6,10,10,0
4698582,5,Compact SUV,efficiency,850000,10,10,10,10,4,10,10,1
4450928,5,Coupe SUV,efficiency,11800000,10,10,0,10,8,10,0,0
2394477,5,Sedan,safety,5500000,7,8,0,8,0,10,0,0
934191,7,SUV,offroad,2700000,10,10,0,10,2,10,0,0
1436022,7,Compact SUV,performance,7200000,7,8,0,8,8,10,0,0
3602796,7,MPV,offroad,2025000,10,10,10,10,4,10,10,0
2275743,4,Compact SUV,performance,7200000,7,8,0,8,8,10,0,0
1313532,6,MPV,efficiency,3850000,10,10,0,10,4,10,6,0
1543571,6,SUV,family,3950000,7,8,0,8,6,10,3,0
2929814,4,SUV,luxury,4300000,7,8,0,8,10,10,0,0
2255312,6,SUV,luxury,10500000,7,8,0,8,10,10,0,0
2508006,7,Coupe SUV,luxury,5600000,7,8,0,6,4,9,0,0
3028717,7,SUV,performance,7200000,10,10,0,10,10,10,9,0
1179254,5,Coupe,city,21000000,10,10,0,10,0,10,0,0
3604472,6,MPV,safety,2100000,10,10,0,10,0,10,3,1
2690266,6,SUV,safety,1595000,10,10,4,10,6,10,10,0
475192,5,SUV,performance,3650000,7,8,0,8,6,9,0,0
3842025,6,Micro SUV,city,630000,10,10,10,10,4,10,10,0
3771193,6,Crossover,city,1350000,10,10,0,10,4,10,5,0
3718498,6,SUV,efficiency,7000000,10,10,0,10,10,10,0,0
578531,6,SUV,efficiency,1020000,5,8,0,4,6,4,9,0
3237450,4,SUV,family,635000,10,10,6,10,6,10,10,1
2176445,6,Hatchback,performance,560000,7,4,10,8,0,10,10,0
1085073,7,Gran Turismo,performance,7850000,10,10,0,10,0,10,3,0
2481744,6,SUV,performance,1020000,10,10,0,10,6,10,10,0
4558331,5,Sedan,safety,1250000,10,10,0,10,0,10,10,1
3665891,7,Sedan,efficiency,18000000,10,10,0,10,0,10,3,0
598702,4,Coupe SUV,offroad,15500000,7,8,0,8,8,10,0,0
2204835,5,SUV,offroad,1950000,10,10,0,10,2,10,6,0
4564798,4,Sedan,luxury,655000,10,10,10,10,0,10,10,1
4236948,6,Coupe,city,7700000,7,8,0,8,0,10,0,0
1034955,5,SUV,family,28500000,10,10,0,10,10,10,0,0
4735700,6,SUV,family,1120000,10,10,0,10,6,10,10,0
2459160,7,SUV,performance,3850000,10,10,0,10,6,10,0,0
1046406,4,SUV,safety,10500000,10,10,0,10,10,10,0,0
1729831,7,SUV,luxury,14200000,10,10,0,10,10,10,0,0
1641268,4,SUV,family,1250000,10,10,3,10,6,10,10,1
1178441,5,Sedan,luxury,21500000,7,8,0,8,4,10,0,0
536445,6,MPV,safety,890000,10,10,8,10,4,10,10,0
4767091,4,SUV,family,1550000,10,10,0,10,10,10,3,1
429139,4,SUV,offroad,14000000,10,10,0,10,10,10,0,0
491036,7,Sedan,efficiency,7000000,10,10,8,10,0,10,10,0
616668,7,Sedan,city,18500000,10,10,0,10,0,10,0,0
3929044,6,SUV,safety,3600000,7,8,0,8,10,10,0,1
3075749,7,Compact SUV,family,5600000,7,8,0,6,4,10,0,0
3877396,6,Micro SUV,performance,645000,10,10,10,10,4,10,10,0
2146864,6,SUV,city,1109000,10,10,0,10,6,10,10,0
3750339,5,Compact SUV,luxury,5600000,7,8,0,6,4,10,0,0
3123079,4,SUV,luxury,1550000,10,10,0,10,10,10,3,1
1115282,7,Micro SUV,luxury,645000,10,10,10,10,4,10,10,0
3879431,5,Hatchback,safety,530000,7,4,6,8,4,6,10,0
476614,7,SUV,performance,14200000,10,10,0,10,10,10,0,0
1302012,7,SUV,offroad,3800000,10,10,0,10,6,10,0,0
2675354,6,Sedan,safety,1250000,10,10,0,10,0,10,10,0
2525782,7,SUV,family,24000000,7,8,0,8,10,10,0,0
1658755,6,Sedan,offroad,18000000,10,10,0,10,0,10,0,0
1260621,4,Sedan,safety,7400000,7,8,0,6,4,10,0,0
3448040,4,SUV,city,3950000,7,8,0,8,6,10,3,0
1829552,7,Hatchback,family,4400000,3,8,3,4,0,9,3,0
1244762,4,MPV,luxury,1205000,10,10,4,10,4,10,10,1
1688802,4,SUV,city,6200000,7,6,0,8,2,10,0,0
2733497,5,Crossover,performance,1350000,10,10,0,10,4,10,5,1
3624823,5,SUV,efficiency,10500000,7,8,0,8,10,10,0,0
3133756,7,SUV,luxury,20000000,7,8,0,8,10,10,0,0
4270778,7,MPV,performance,1070000,10,10,4,10,4,10,10,1
655718,7,SUV,luxury,3850000,10,10,0,10,6,10,0,0
4075498,5,SUV,safety,1120000,10,10,0,10,6,10,10,1
400180,5,Crossover,efficiency,4750000,7,8,0,8,0,10,0,0
1461061,4,Sedan,luxury,4950000,10,10,0,10,0,10,9,0
2745743,5,SUV,city,810000,10,10,3,10,6,10,10,0
957858,7,SUV,city,1120000,10,10,10,10,6,10,10,0
2003047,4,SUV,city,3600000,7,8,0,8,10,10,0,0
3666120,6,Sedan,luxury,18000000,10,10,0,10,0,10,3,0
2685380,6,Sedan,offroad,30000000,4,8,0,8,4,10,0,0
945562,6,Sedan,performance,4100000,10,10,0,10,0,10,0,0
926009,6,SUV,offroad,7150000,7,8,0,8,10,10,0,0
4426575,4,Sedan,efficiency,655000,10,10,10,10,0,10,10,1
3848783,5,SUV,offroad,14000000,10,10,0,10,10,10,0,0
4828896,7,SUV,safety,1400000,3,6,0,0,6,1,3,0
4389787,7,Coupe SUV,efficiency,950000,10,10,0,10,4,10,10,0
452727,5,Crossover,efficiency,4750000,7,8,0,8,0,10,0,0
872280,6,Hatchback,efficiency,5600000,3,6,3,4,0,9,0,0
1842704,4,MPV,city,545000,3,6,10,0,0,5,10,1
895263,6,Sedan,family,685000,10,10,10,10,0,10,10,0
4572466,7,SUV,city,2050000,7,8,0,8,6,10,3,0
2626345,7,SUV,luxury,5950000,10,10,0,10,6,10,9,0
2230563,5,Sedan,efficiency,1180000,10,10,0,10,0,10,10,1
757615,5,SUV,safety,9200000,7,8,0,8,10,10,0,0
4023635,4,SUV,family,1400000,3,6,0,0,6,1,3,0
665662,5,SUV,safety,14000000,10,10,0,10,10,10,5,0
3097291,7,Hatchback,luxury,630000,9,10,6,10,4,8,10,0
4331950,4,SUV,luxury,7200000,10,10,0,10,10,10,9,0
851366,4,SUV,luxury,1750000,10,10,0,10,6,10,0,0
1188984,6,Sedan,family,15000000,10,10,0,10,4,10,0,0
3909541,5,Coupe SUV,performance,950000,10,10,0,10,4,10,10,1
2609493,5,SUV,performance,14200000,10,10,0,10,10,10,0,0
2175020,6,SUV,offroad,1400000,10,10,0,10,6,10,10,0
1518840,5,SUV,safety,1300000,10,10,3,10,10,10,10,0
3379856,5,Sedan,safety,17500000,10,10,0,10,0,10,0,0
3221606,7,Hatchback,family,750000,6,0,6,10,0,8,0,0
3532315,6,Coupe,performance,7700000,7,8,0,8,0,10,0,0
4555564,4,MPV,safety,545000,3,6,10,0,0,5,10,0
4504429,5,Coupe SUV,safety,11800000,10,10,0,10,8,10,0,0
4772694,4,Sedan,family,4950000,6,8,0,4,0,9,0,0
4096932,5,Sedan,efficiency,655000,10,10,10,10,0,10,10,1
2130135,6,Sedan,city,4100000,10,10,0,10,0,10,0,0
1740994,7,Hatchback,efficiency,630000,9,10,6,10,4,8,10,0
3941832,7,Crossover,offroad,9500000,10,10,0,10,8,10,0,0
3936869,6,SUV,offroad,10500000,7,8,0,8,10,10,0,0
4485497,5,SUV,safety,6900000,7,8,0,8,6,10,0,0
1732041,7,Sedan,family,7400000,7,8,0,6,4,10,0,0
3535262,4,SUV,city,14500000,7,8,0,8,10,10,0,0
4357241,7,SUV,luxury,1100000,10,10,7,10,6,10,10,0
1752544,5,Compact SUV,offroad,5600000,7,8,0,6,4,10,0,0
2361238,7,Coupe,city,7700000,7,8,0,8,0,10,0,0
2582034,5,Hatchback,performance,695000,10,10,10,10,0,10,10,1
4077534,7,SUV,offroad,820000,10,10,3,10,6,10,10,0
1750379,6,MPV,safety,675000,10,10,6,10,4,10,10,1
3171979,6,Gran Turismo,efficiency,7850000,10,10,0,10,0,10,3,0
3423745,5,Hatchback,performance,695000,10,10,10,10,0,10,10,1
907917,5,SUV,family,13900000,10,10,0,10,10,10,0,0
1647267,6,Sedan,luxury,4950000,10,10,0,10,0,10,9,0
4866463,7,MPV,city,1070000,10,10,4,10,4,10,10,0
2107117,4,SUV,safety,10500000,7,8,0,8,10,10,0,0
3291443,5,MPV,luxury,1070000,10,10,4,10,4,10,10,1
1695066,7,Compact SUV,efficiency,4850000,10,10,0,10,4,10,0,0
3519377,5,Hatchback,performance,750000,6,0,6,10,0,8,0,0
1478501,7,SUV,performance,1300000,10,10,3,10,10,10,10,0
3301249,6,SUV,luxury,10800000,10,10,0,10,10,10,0,0
1864360,7,Hatchback,safety,575000,10,10,10,10,0,10,10,0
3518925,5,Sedan,safety,18000000,10,10,0,10,0,10,3,0
4426351,5,SUV,city,1595000,10,10,4,10,6,10,10,0
1485317,7,Compact Sedan,family,750000,7,10,6,6,0,10,10,0
819980,7,Coupe,safety,18500000,8,10,0,10,4,10,0,0
881541,6,Sedan,performance,5500000,7,8,0,8,0,10,0,0
2906993,7,SUV,family,1550000,10,10,0,10,10,10,3,0
1677078,4,Crossover,safety,6400000,10,10,0,10,0,10,0,0
3075816,7,MPV,efficiency,3100000,10,8,0,10,0,10,0,0
605778,5,Sedan,city,18000000,10,10,0,10,0,10,3,0
3433612,4,Sedan,safety,4950000,10,10,0,10,0,10,9,0
1672573,6,SUV,city,9200000,7,8,0,8,10,10,0,0
471649,4,Coupe SUV,safety,1100000,10,10,0,10,4,10,10,0
753559,5,Hatchback,luxury,750000,6,0,6,10,0,8,0,0
4368488,4,SUV,family,1750000,4,6,0,2,6,1,3,0
4700478,4,SUV,offroad,1020000,10,10,0,10,6,10,10,0
4911908,4,SUV,safety,9800000,10,10,0,10,10,10,3,0
4620154,7,Compact SUV,safety,875000,10,10,10,10,4,10,10,0
4155217,7,SUV,performance,20000000,7,8,0,8,10,10,0,0
1816119,5,SUV,efficiency,10200000,10,10,0,10,6,10,0,0
4069368,7,Sedan,family,685000,10,10,10,10,0,10,10,0
755709,4,Sedan,family,21500000,7,8,0,8,4,10,0,0
3892337,4,SUV,family,2150000,10,10,0,10,2,10,0,1
4119233,7,Sedan,city,1149000,10,10,0,10,0,10,10,0
2154810,6,SUV,safety,1164000,10,10,10,10,6,10,10,0
2260051,4,Hatchback,luxury,660000,10,10,10,10,0,10,10,1
2880159,6,MPV,luxury,890000,10,10,8,10,4,10,10,1
4151030,7,SUV,offroad,1109000,10,10,0,10,6,10,10,0
578883,6,Sedan,performance,4950000,6,8,0,4,0,9,0,0
1470624,5,Coupe SUV,family,15500000,7,8,0,8,8,10,0,0
3291662,6,SUV,efficiency,1599000,10,10,0,10,6,10,10,0
4501782,7,MPV,luxury,675000,10,10,6,10,4,10,10,1
1796581,6,SUV,performance,9200000,7,8,0,8,10,10,0,0
2196909,5,SUV,performance,5050000,10,10,0,10,6,10,8,0
560011,4,SUV,safety,1120000,10,10,0,10,6,10,10,0
4151600,6,SUV,family,10500000,10,10,0,10,10,10,0,0
2773396,7,Sedan,family,7400000,7,8,0,6,4,10,0,0
4178804,4,SUV,safety,1750000,10,10,0,10,6,10,0,1
1683908,5,SUV,family,1850000,10,10,0,10,6,10,10,0
3708276,5,Sedan,offroad,1180000,10,10,0,10,0,10,10,0
3904853,7,Compact SUV,efficiency,5600000,7,8,0,6,4,10,0,0
794647,6,SUV,family,810000,10,10,3,10,6,10,10,0
1835594,6,Sedan,city,18000000,10,10,0,10,0,10,0,0
2634874,6,Micro SUV,city,630000,10,10,10,10,4,10,10,0
4159369,4,MPV,safety,545000,3,6,10,0,0,5,10,0
4869308,7,Sedan,efficiency,18000000,10,10,0,10,0,10,3,0
4180875,4,Sedan,luxury,18500000,10,10,0,10,0,10,0,0
1932643,7,SUV,family,3850000,10,10,0,10,6,10,0,0
848869,6,SUV,offroad,3800000,10,10,0,10,6,10,0,0
813243,6,SUV,city,5050000,10,10,0,10,6,10,8,0
2650906,6,SUV,safety,1950000,10,10,0,10,2,10,6,0
1442276,6,Hatchback,safety,575000,10,10,10,10,0,10,10,0
781398,7,SUV,offroad,635000,10,10,6,10,6,10,10,0
4857546,4,SUV,safety,1400000,10,10,0,10,6,10,10,1
3163492,4,Sedan,offroad,6550000,10,10,0,10,0,10,0,0
721905,4,SUV,efficiency,3950000,7,8,0,8,6,10,3,0
2182299,4,Compact SUV,performance,5600000,7,8,0,6,4,10,0,0
3692264,5,SUV,safety,1100000,10,10,7,10,6,10,10,1
1274080,6,Coupe,offroad,18500000,8,10,0,10,4,10,0,0
1000202,7,SUV,offroad,10200000,10,10,0,10,6,10,0,0
3697320,4,SUV,city,2150000,10,10,0,10,2,10,0,0
4342028,6,SUV,family,13900000,10,10,0,10,10,10,0,0
438954,5,MPV,luxury,1205000,10,10,4,10,4,10,10,0
1795959,6,MPV,city,3850000,10,10,0,10,4,10,6,0
2379088,4,Hatchback,efficiency,685000,10,10,10,10,0,10,10,1
1269480,7,SUV,performance,2150000,10,10,0,10,2,10,0,0
2686000,4,Sedan,safety,1220000,10,10,8,10,0,10,10,1
3920639,7,SUV,luxury,1300000,10,10,3,10,10,10,10,0
3865213,6,Hatchback,luxury,590000,9,10,10,10,0,10,10,0
1543679,5,SUV,family,1100000,10,10,7,10,6,10,10,1
3964530,7,SUV,city,7150000,7,8,0,8,10,10,0,0
3497000,7,Pickup,offroad,2850000,10,10,0,10,8,10,0,0
1757442,4,SUV,offroad,7400000,10,10,0,10,10,10,6,0
3654453,6,Sedan,city,7400000,7,8,0,6,4,10,0,0
2519232,7,SUV,performance,14000000,10,10,0,10,10,10,0,0
4638478,5,Crossover,city,6400000,10,10,0,10,0,10,0,0
2829398,7,Coupe SUV,city,1100000,10,10,0,10,4,10,10,0
4875579,5,SUV,luxury,14000000,10,10,0,10,10,10,0,0
714332,7,Hatchback,performance,575000,10,10,10,10,0,10,10,0
3904142,6,SUV,safety,7000000,7,8,0,8,10,10,0,0
4102826,4,SUV,safety,1750000,10,10,0,10,6,10,0,1
4324293,5,SUV,luxury,1220000,10,10,0,10,6,10,10,1
1307850,4,SUV,city,820000,10,10,3,10,6,10,10,0
4841615,6,Crossover,family,780000,10,10,10,10,4,10,10,0
2620323,4,SUV,luxury,32500000,4,8,0,8,10,10,0,0
3692141,5,SUV,luxury,5950000,10,10,0,10,6,10,9,0
1957014,4,Off-Road SUV,family,37500000,7,8,0,8,8,10,0,0
4067610,6,Sedan,efficiency,5000000,10,10,0,10,0,10,6,0
4144899,5,SUV,family,1164000,10,10,10,10,6,10,10,1
3408576,7,Pickup,family,2150000,6,6,0,2,4,9,0,0
4506792,6,SUV,offroad,5050000,10,10,0,10,6,10,8,0
2418103,4,SUV,safety,820000,10,10,3,10,6,10,10,1
590408,5,Crossover,city,6400000,10,10,0,10,0,10,0,0
4916804,4,SUV,city,17800000,7,8,0,8,10,10,0,0
450485,4,SUV,performance,1400000,10,10,0,10,6,10,10,0
2466221,6,Sedan,luxury,1250000,10,10,0,10,0,10,10,0
4968220,6,Sedan,offroad,15000000,10,10,0,10,4,10,0,0
1878749,5,Compact SUV,city,875000,10,10,10,10,4,10,10,1
3370171,4,MPV,offroad,1205000,10,10,4,10,4,10,10,0
3232020,7,SUV,safety,10500000,10,10,0,10,10,10,0,0
3660387,5,Compact SUV,family,1180000,5,0,6,6,0,5,0,0
3821232,7,SUV,family,8500000,7,6,0,8,6,10,0,0
1009088,6,SUV,luxury,1164000,10,10,10,10,6,10,10,0
1826676,4,Sedan,efficiency,4950000,10,10,0,10,0,10,9,0
4742413,7,SUV,offroad,1109000,10,10,0,10,6,10,10,0
4595725,6,SUV,offroad,3100000,10,10,0,10,6,10,10,0
4300351,7,SUV,safety,8300000,7,8,0,8,10,10,0,0
3142303,5,Hatchback,offroad,850000,10,6,6,10,0,10,5,0
4673352,7,SUV,offroad,1200000,10,10,0,10,6,10,10,0
800681,4,SUV,performance,7000000,7,8,0,8,10,10,0,0
1595042,4,Sedan,efficiency,4950000,10,10,0,10,0,10,9,0
2999456,7,Convertible,offroad,9800000,4,8,0,6,0,10,0,0
4550902,7,Sedan,safety,21500000,7,8,0,8,4,10,0,0
2203583,6,SUV,family,10200000,10,10,0,10,6,10,0,0
1442399,5,Coupe,offroad,4950000,6,8,0,4,0,9,0,0
2149887,4,Sedan,efficiency,685000,10,10,10,10,0,10,10,1
632612,7,SUV,offroad,17500000,7,8,0,8,10,10,0,0
4710487,7,SUV,luxury,6700000,10,10,0,10,10,10,0,0
4182171,7,Coupe,family,18500000,8,10,0,10,4,10,0,0
3648911,6,SUV,family,3850000,10,10,0,10,6,10,0,0
2679384,5,Crossover,luxury,4750000,7,8,0,8,0,10,0,0
2448891,5,Hatchback,safety,685000,10,10,10,10,0,10,10,1
1586868,5,SUV,efficiency,1120000,10,10,0,10,6,10,10,1
4728040,6,SUV,safety,10200000,10,10,0,10,6,10,0,0
4398171,7,Hatchback,city,4400000,3,8,3,4,0,9,3,0
1443851,5,Hatchback,safety,610000,10,10,6,10,4,10,10,1
3402070,7,SUV,luxury,14500000,7,8,0,8,10,10,0,0
3671874,6,Coupe SUV,family,15500000,7,8,0,8,8,10,0,0
468548,6,SUV,luxury,28500000,10,10,0,10,10,10,0,0
1244709,5,SUV,city,1109000,10,10,0,10,6,10,10,0
2426229,6,SUV,performance,8300000,7,8,0,8,10,10,0,0
4334566,7,SUV,luxury,635000,10,10,6,10,6,10,10,0
2154717,4,Hatchback,family,590000,9,10,10,10,0,10,10,1
3484018,7,Hatchback,performance,725000,10,10,10,10,0,10,10,0
3450078,7,Compact Sedan,city,1300000,9,8,7,10,0,10,5,0
3763835,5,SUV,offroad,5950000,10,10,0,10,6,10,9,0
2627396,5,Sedan,efficiency,18000000,10,10,0,10,0,10,0,0
4329306,5,Convertible,city,9800000,4,8,0,6,0,10,0,0
2382357,5,SUV,luxury,14000000,10,10,0,10,10,10,0,0
515070,7,SUV,safety,4400000,7,8,0,8,6,10,0,0
3866957,6,SUV,offroad,7400000,10,10,0,10,10,10,6,0
2917591,4,Coupe SUV,luxury,22500000,7,8,0,8,8,10,0,0
4989325,5,Off-Road SUV,city,1600000,5,6,3,8,8,4,0,0
799543,4,SUV,offroad,28500000,10,10,0,10,10,10,0,0
1563741,7,Coupe,offroad,21000000,10,10,0,10,0,10,0,0
4311854,7,SUV,city,145000000,7,8,0,8,10,10,0,0
2689500,4,SUV,efficiency,1750000,10,10,0,10,6,10,0,0
436925,7,Compact SUV,family,625000,10,10,6,10,4,10,10,0
3682670,5,MPV,safety,3100000,10,8,0,10,0,10,0,1
1631915,4,SUV,performance,5950000,10,10,0,10,6,10,9,0
3836656,5,MPV,city,890000,10,10,8,10,4,10,10,1
3639039,6,SUV,offroad,28500000,10,10,0,10,10,10,0,0
2659330,7,SUV,safety,2190000,7,8,0,6,6,9,0,1
2834776,6,SUV,city,4300000,7,8,0,8,10,10,0,0
767736,5,SUV,performance,32500000,4,8,0,8,10,10,0,0
920166,6,Micro SUV,offroad,630000,10,10,10,10,4,10,10,0
1522383,6,SUV,performance,1164000,10,10,10,10,6,10,10,0
2172350,7,Sedan,safety,18000000,10,10,0,10,0,10,0,0
2102685,7,Sedan,efficiency,970000,10,10,0,10,0,10,10,0
1389810,4,Sedan,efficiency,4950000,10,10,0,10,0,10,9,0
3192450,4,Hatchback,offroad,630000,9,10,6,10,4,8,10,0
1427874,6,SUV,efficiency,9200000,7,8,0,8,10,10,0,0
3982667,5,Sedan,offroad,17500000,10,10,0,10,0,10,0,0
2238286,7,SUV,family,1750000,10,10,0,10,6,10,0,1
665513,5,Coupe,city,4950000,6,8,0,4,0,9,0,0
3955599,6,Hatchback,city,725000,10,10,10,10,0,10,10,0
3780237,5,SUV,safety,24000000,7,8,0,8,10,10,0,0
4924973,7,SUV,luxury,17800000,7,8,0,8,10,10,0,0
829030,4,Pickup,performance,2850000,10,10,0,10,8,10,0,0
2635039,5,SUV,family,7400000,10,10,0,10,10,10,6,0
422597,6,SUV,offroad,14500000,7,8,0,8,10,10,0,0
1360350,5,MPV,safety,1205000,10,10,4,10,4,10,10,1
3331109,5,SUV,safety,1220000,10,10,0,10,6,10,10,1
3775393,7,Sedan,safety,6950000,7,8,0,8,0,10,0,0
4615704,6,SUV,family,1595000,10,10,4,10,6,10,10,0
1109648,7,Sedan,city,4100000,10,10,0,10,0,10,0,0
916992,4,MPV,safety,1205000,10,10,4,10,4,10,10,0
4657847,5,Pickup,efficiency,3550000,10,10,0,8,8,10,0,0
934351,7,Sedan,city,15000000,10,10,0,10,4,10,0,0
4996571,7,SUV,efficiency,7150000,7,8,0,8,10,10,0,0
3793090,7,SUV,family,4400000,7,8,0,8,6,10,0,0
3622166,6,Pickup,family,2150000,6,6,0,2,4,9,0,0
3374887,6,Sedan,efficiency,970000,10,10,0,10,0,10,10,0
2968358,6,SUV,luxury,14000000,10,10,0,10,10,10,5,0
4804461,5,Sedan,family,7000000,10,10,8,10,0,10,10,0
672656,6,MPV,luxury,13500000,10,10,0,10,4,10,6,0
2028486,5,Coupe SUV,offroad,1850000,10,10,0,10,4,10,0,0
1265915,4,Sedan,city,4950000,6,8,0,4,0,9,0,0
1173000,6,Compact SUV,city,1180000,5,0,6,6,0,5,0,0
2591423,4,SUV,safety,8500000,7,6,0,8,6,10,0,0
434358,5,Coupe SUV,city,22500000,7,8,0,8,8,10,0,0
2775408,7,SUV,performance,1120000,10,10,10,10,6,10,10,0
1642886,7,SUV,city,1650000,10,10,0,10,6,10,10,0
3644641,5,SUV,city,6700000,10,10,0,10,10,10,0,0
4310762,5,SUV,performance,10500000,10,10,0,10,10,10,0,0
1936069,4,Compact SUV,luxury,7200000,7,8,0,8,8,10,0,0
2387956,4,Sedan,efficiency,4950000,6,8,0,4,0,9,0,0
1768924,5,SUV,family,1599000,10,10,0,10,6,10,10,1
985774,7,SUV,city,1550000,10,10,0,10,10,10,3,0
2767840,7,Sedan,city,7400000,7,8,0,6,4,10,0,0
1363326,4,SUV,offroad,7200000,10,10,0,10,10,10,9,0
3365074,7,SUV,offroad,1220000,10,10,0,10,6,10,10,0
3034395,4,Compact SUV,safety,750000,10,10,3,10,4,10,10,1
4127448,7,Coupe SUV,performance,1100000,10,10,0,10,4,10,10,0
4914660,5,SUV,efficiency,8300000,7,8,0,8,10,10,0,0
3294611,7,Sedan,luxury,6400000,10,10,0,10,0,10,10,0
3482848,4,SUV,family,14200000,10,10,0,10,10,10,0,0
693830,4,SUV,safety,5050000,10,10,0,10,6,10,8,0
4772488,7,SUV,city,1120000,10,10,10,10,6,10,10,0
891530,4,SUV,offroad,7150000,7,8,0,8,10,10,0,0
1706612,7,SUV,city,20000000,7,8,0,8,10,10,0,0
2216401,4,Compact Sedan,efficiency,650000,9,10,10,10,0,10,10,1
3582165,7,Hatchback,family,530000,7,4,6,8,4,6,10,0
1748596,5,SUV,family,14000000,10,10,0,10,10,10,0,0
1519563,5,MPV,luxury,1205000,10,10,4,10,4,10,10,1
3005924,5,Coupe SUV,family,15500000,7,8,0,8,8,10,0,0
1815448,7,Hatchback,family,610000,10,10,6,10,4,10,10,0
